iter	Passed	Remaining
1681	8825	43645
1682	8830	43636
1683	8834	43627
1684	8840	43623
1685	8846	43622
1686	8851	43617
1687	8857	43613
1688	8861	43606
1689	8867	43603
1690	8871	43591
1691	8877	43587
1692	8883	43586
1693	8889	43585
1694	8894	43582
1695	8898	43570
1696	8902	43560
1697	8908	43555
1698	8912	43545
1699	8918	43541
1700	8923	43536
1701	8929	43533
1702	8933	43522
1703	8936	43507
1704	8941	43502
1705	8946	43492
1706	8950	43482
1707	8955	43478
1708	8960	43470
1709	8965	43463
1710	8969	43451
1711	8975	43450
1712	8979	43441
1713	8984	43432
1714	8988	43423
1715	8992	43412
1716	8999	43416
1717	9005	43412
1718	9011	43411
1719	9017	43412
1720	9022	43402
1721	9028	43404
1722	9033	43394
1723	9037	43383
1724	9042	43377
1725	9048	43376
1726	9053	43371
1727	9057	43358
1728	9064	43359
1729	9069	43356
1730	9073	43345
1731	9078	43339
1732	9084	43335
1733	9089	43332
1734	9094	43323
1735	9098	43310
1736	9102	43301
1737	9106	43291
1738	9110	43280
1739	9114	43269
1740	9120	43264
1741	9125	43261
1742	9129	43250
1743	9133	43236
1744	9138	43232
1745	9144	43230
1746	9151	43234
1747	9157	43232
1748	9161	43221
1749	9166	43212
1750	9170	43203
1751	9176	43200
1752	9182	43197
1753	9186	43187
1754	9190	43177
1755	9194	43164
1756	9199	43160
1757	9206	43160
1758	9210	43152
1759	9214	43142
1760	9220	43137
1761	9224	43127
1762	9228	43119
1763	9234	43116
1764	9240	43115
1765	9244	43103
1766	9250	43099
1767	9255	43094
1768	9260	43088
1769	9265	43081
1770	9270	43074
1771	9276	43074
1772	9283	43075
1773	9288	43069
1774	9292	43059
1775	9298	43059
1776	9302	43049
1777	9306	43034
1778	9311	43028
1779	9315	43019
1780	9319	43006
1781	9324	43003
1782	9329	42995
1783	9333	42985
1784	9340	42987
1785	9344	42977
1786	9350	42974
1787	9355	42968
1788	9360	42961
1789	9363	42948
1790	9368	42941
1791	9373	42935
1792	9378	42928
1793	9384	42926
1794	9389	42918
1795	9392	42906
1796	9397	42898
1797	9402	42893
1798	9407	42886
1799	9412	42880
1800	9416	42867
1801	9420	42858
1802	9426	42853
1803	9432	42853
1804	9438	42852
1805	9442	42842
1806	9447	42836
1807	9452	42827
1808	9457	42824
1809	9462	42817
1810	9467	42810
1811	9471	42798
1812	9475	42787
1813	9479	42779
1814	9485	42775
1815	9491	42772
1816	9494	42758
1817	9498	42747
1818	9502	42735
1819	9507	42730
1820	9511	42719
1821	9514	42706
1822	9519	42697
1823	9524	42693
1824	9529	42684
1825	9534	42680
1826	9540	42678
1827	9544	42670
1828	9549	42664
1829	9556	42662
1830	9561	42660
1831	9568	42662
1832	9571	42648
1833	9577	42646
1834	9583	42642
1835	9587	42633
1836	9592	42623
1837	9596	42616
1838	9601	42609
1839	9606	42603
1840	9611	42595
1841	9615	42585
1842	9619	42575
1843	9623	42562
1844	9628	42556
1845	9632	42549
1846	9638	42544
1847	9640	42527
1848	9644	42517
1849	9647	42502
1850	9653	42500
1851	9658	42494
1852	9664	42493
1853	9670	42490
1854	9674	42480
1855	9680	42479
1856	9684	42467
1857	9689	42460
1858	9694	42454
1859	9698	42443
1860	9703	42437
1861	9708	42431
1862	9713	42425
1863	9720	42426
1864	9724	42418
1865	9728	42407
1866	9733	42401
1867	9737	42391
1868	9742	42384
1869	9746	42375
1870	9750	42363
1871	9754	42353
1872	9760	42350
1873	9764	42341
1874	9768	42332
1875	9773	42324
1876	9779	42320
1877	9783	42310
1878	9788	42304
1879	9792	42293
1880	9798	42291
1881	9802	42285
1882	9807	42274
1883	9811	42266
1884	9814	42252
1885	9819	42247
1886	9824	42239
1887	9829	42233
1888	9836	42235
1889	9840	42226
1890	9846	42222
1891	9852	42220
1892	9857	42214
1893	9861	42203
1894	9865	42196
1895	9870	42189
1896	9876	42186
1897	9880	42178
1898	9887	42178
1899	9891	42167
1900	9895	42159
1901	9901	42155
1902	9905	42148
1903	9910	42142
1904	9916	42139
1905	9919	42124
1906	9924	42116
1907	9927	42101
1908	9931	42094
1909	9937	42090
1910	9941	42079
1911	9946	42076
1912	9952	42072
1913	9957	42065
1914	9962	42063
1915	9966	42052
1916	9971	42045
1917	9976	42038
1918	9981	42032
1919	9986	42027
1920	9992	42025
1921	9996	42013
1922	10001	42006
1923	10005	41999
1924	10012	41999
1925	10018	41999
1926	10022	41987
1927	10026	41980
1928	10032	41976
1929	10038	41973
1930	10043	41969
1931	10049	41966
1932	10053	41956
1933	10058	41949
1934	10063	41944
1935	10067	41932
1936	10072	41927
1937	10076	41919
1938	10081	41913
1939	10085	41899
1940	10091	41901
1941	10096	41893
1942	10100	41883
1943	10105	41877
1944	10110	41871
1945	10114	41859
1946	10117	41845
1947	10120	41831
1948	10124	41820
1949	10128	41810
1950	10133	41805
1951	10138	41798
1952	10143	41792
1953	10148	41786
1954	10153	41782
1955	10158	41775
1956	10163	41769
1957	10170	41771
1958	10175	41765
1959	10180	41762
1960	10186	41757
1961	10190	41748
1962	10196	41747
1963	10200	41738
1964	10205	41729
1965	10210	41726
1966	10215	41717
1967	10221	41715
1968	10224	41704
1969	10230	41701
1970	10236	41698
1971	10242	41696
1972	10247	41690
1973	10253	41689
1974	10258	41684
1975	10262	41673
1976	10266	41664
1977	10272	41661
1978	10278	41660
1979	10284	41658
1980	10289	41650
1981	10294	41644
1982	10299	41638
1983	10303	41628
1984	10305	41613
1985	10311	41611
1986	10316	41603
1987	10322	41600
1988	10325	41585
1989	10330	41582
1990	10335	41575
1991	10342	41578
1992	10346	41566
1993	10349	41554
1994	10353	41544
1995	10358	41536
1996	10362	41527
1997	10365	41515
1998	10369	41503
1999	10372	41490
2000	10375	41474
2001	10380	41470
2002	10385	41462
2003	10389	41455
2004	10393	41446
2005	10398	41437
2006	10403	41433
2007	10406	41419
2008	10410	41407
2009	10415	41402
2010	10418	41390
2011	10422	41379
2012	10428	41376
2013	10433	41369
2014	10436	41359
2015	10442	41357
2016	10450	41360
2017	10455	41353
2018	10460	41348
2019	10463	41336
2020	10468	41329
2021	10474	41326
2022	10477	41315
2023	10483	41311
2024	10489	41308
2025	10492	41297
2026	10499	41297
2027	10502	41286
2028	10507	41278
2029	10512	41274
2030	10517	41268
2031	10522	41262
2032	10525	41249
2033	10530	41240
2034	10534	41231
2035	10539	41225
2036	10544	41221
2037	10549	41215
2038	10552	41202
2039	10556	41191
2040	10560	41182
2041	10566	41178
2042	10570	41169
2043	10574	41158
2044	10581	41161
2045	10586	41156
2046	10592	41154
2047	10597	41149
2048	10602	41140
2049	10609	41143
2050	10615	41140
2051	10619	41131
2052	10623	41124
2053	10628	41116
2054	10633	41110
2055	10638	41104
2056	10643	41099
2057	10650	41102
2058	10655	41095
2059	10658	41083
2060	10663	41076
2061	10668	41068
2062	10673	41064
2063	10677	41054
2064	10684	41054
2065	10687	41042
2066	10693	41039
2067	10698	41035
2068	10704	41033
2069	10709	41027
2070	10715	41026
2071	10720	41018
2072	10725	41012
2073	10730	41007
2074	10733	40995
2075	10738	40987
2076	10743	40980
2077	10746	40970
2078	10751	40963
2079	10756	40955
2080	10759	40945
2081	10766	40944
2082	10769	40931
2083	10774	40927
2084	10781	40929
2085	10784	40914
2086	10787	40902
2087	10793	40898
2088	10798	40892
2089	10803	40886
2090	10808	40882
2091	10814	40878
2092	10819	40872
2093	10825	40872
2094	10830	40866
2095	10836	40863
2096	10841	40858
2097	10846	40853
2098	10850	40844
2099	10855	40837
2100	10859	40829
2101	10862	40814
2102	10867	40807
2103	10870	40795
2104	10875	40791
2105	10879	40781
2106	10885	40777
2107	10889	40767
2108	10894	40761
2109	10897	40750
2110	10903	40749
2111	10908	40740
2112	10911	40729
2113	10915	40718
2114	10919	40709
2115	10924	40702
2116	10929	40696
2117	10932	40684
2118	10936	40676
2119	10941	40668
2120	10945	40660
2121	10948	40646
2122	10952	40636
2123	10955	40623
2124	10959	40612
2125	10962	40601
2126	10967	40595
2127	10970	40583
2128	10975	40575
2129	10980	40572
2130	10986	40569
2131	10991	40564
2132	10996	40559
2133	11004	40563
2134	11011	40563
2135	11018	40565
2136	11024	40563
2137	11028	40554
2138	11034	40552
2139	11039	40546
2140	11042	40535
2141	11048	40530
2142	11052	40523
2143	11057	40515
2144	11060	40504
2145	11064	40495
2146	11068	40483
2147	11071	40472
2148	11075	40464
2149	11080	40458
2150	11086	40454
2151	11091	40448
2152	11093	40433
2153	11099	40428
2154	11102	40417
2155	11107	40411
2156	11112	40405
2157	11117	40398
2158	11122	40393
2159	11127	40388
2160	11133	40387
2161	11137	40376
2162	11141	40367
2163	11145	40360
2164	11149	40350
2165	11155	40347
2166	11160	40342
2167	11165	40336
2168	11169	40327
2169	11173	40318
2170	11178	40312
2171	11183	40306
2172	11187	40298
2173	11194	40298
2174	11200	40294
2175	11205	40290
2176	11211	40287
2177	11216	40282
2178	11220	40274
2179	11224	40265
2180	11229	40257
2181	11233	40247
2182	11238	40243
2183	11244	40241
2184	11248	40231
2185	11252	40223
2186	11258	40219
2187	11263	40215
2188	11269	40212
2189	11274	40206
2190	11278	40197
2191	11282	40187
2192	11286	40179
2193	11293	40179
2194	11299	40177
2195	11304	40173
2196	11310	40170
2197	11316	40167
2198	11320	40160
2199	11326	40155
2200	11333	40157
2201	11337	40150
2202	11340	40137
2203	11346	40134
2204	11351	40128
2205	11357	40128
2206	11363	40126
2207	11367	40116
2208	11372	40109
2209	11376	40101
2210	11380	40091
2211	11385	40085
2212	11390	40078
2213	11393	40067
2214	11397	40057
2215	11402	40054
2216	11407	40048
2217	11412	40040
2218	11416	40033
2219	11423	40034
2220	11428	40027
2221	11433	40021
2222	11436	40010
2223	11441	40003
2224	11448	40004
2225	11452	39996
2226	11457	39989
2227	11462	39984
2228	11466	39975
2229	11472	39973
2230	11477	39967
2231	11481	39957
2232	11485	39950
2233	11490	39945
2234	11494	39935
2235	11497	39922
2236	11501	39913
2237	11506	39906
2238	11510	39897
2239	11514	39889
2240	11518	39879
2241	11523	39873
2242	11527	39864
2243	11531	39855
2244	11535	39847
2245	11539	39839
2246	11544	39834
2247	11550	39830
2248	11555	39825
2249	11560	39821
2250	11565	39815
2251	11572	39814
2252	11576	39804
2253	11582	39805
2254	11586	39796
2255	11592	39791
2256	11597	39788
2257	11602	39781
2258	11606	39773
2259	11612	39771
2260	11620	39774
2261	11625	39767
2262	11628	39758
2263	11634	39755
2264	11639	39748
2265	11645	39745
2266	11650	39739
2267	11657	39741
2268	11661	39733
2269	11667	39732
2270	11676	39739
2271	11684	39744
2272	11691	39743
2273	11699	39749
2274	11704	39744
2275	11713	39753
2276	11720	39753
2277	11731	39767
2278	11740	39775
2279	11748	39780
2280	11755	39782
2281	11761	39777
2282	11768	39779
2283	11777	39788
2284	11782	39780
2285	11788	39780
2286	11792	39771
2287	11796	39762
2288	11800	39751
2289	11804	39742
2290	11808	39735
2291	11812	39724
2292	11816	39717
2293	11822	39714
2294	11829	39714
2295	11834	39709
2296	11838	39699
2297	11843	39695
2298	11849	39692
2299	11853	39683
2300	11858	39677
2301	11863	39671
2302	11866	39660
2303	11873	39660
2304	11879	39657
2305	11885	39657
2306	11890	39651
2307	11894	39642
2308	11899	39635
2309	11905	39633
2310	11910	39627
2311	11916	39624
2312	11920	39617
2313	11925	39609
2314	11931	39606
2315	11936	39602
2316	11939	39591
2317	11943	39582
2318	11947	39573
2319	11953	39568
2320	11960	39570
2321	11963	39560
2322	11968	39552
2323	11974	39549
2324	11976	39536
2325	11982	39533
2326	11988	39529
2327	11994	39528
2328	12000	39526
2329	12005	39520
2330	12011	39517
2331	12015	39508
2332	12020	39502
2333	12025	39496
2334	12030	39491
2335	12035	39485
2336	12040	39482
2337	12046	39477
2338	12051	39472
2339	12056	39466
2340	12061	39460
2341	12066	39455
2342	12072	39451
2343	12076	39444
2344	12080	39435
2345	12085	39429
2346	12088	39416
2347	12093	39411
2348	12098	39405
2349	12103	39400
2350	12109	39397
2351	12114	39393
2352	12120	39389
2353	12123	39377
2354	12127	39369
2355	12133	39366
2356	12138	39362
2357	12145	39362
2358	12151	39359
2359	12155	39352
2360	12160	39346
2361	12167	39344
2362	12170	39334
2363	12174	39325
2364	12179	39321
2365	12187	39324
2366	12191	39314
2367	12195	39307
2368	12202	39305
2369	12206	39297
2370	12210	39288
2371	12217	39288
2372	12223	39286
2373	12228	39283
2374	12232	39274
2375	12237	39266
2376	12241	39258
2377	12246	39252
2378	12251	39247
2379	12257	39245
2380	12263	39240
2381	12266	39228
2382	12269	39218
2383	12274	39212
2384	12279	39205
2385	12283	39198
2386	12288	39191
2387	12291	39181
2388	12297	39179
2389	12302	39171
2390	12306	39163
2391	12312	39160
2392	12318	39157
2393	12322	39151
2394	12327	39143
2395	12331	39136
2396	12337	39132
2397	12342	39126
2398	12346	39117
2399	12350	39110
2400	12354	39100
2401	12359	39094
2402	12362	39084
2403	12367	39077
2404	12372	39073
2405	12379	39071
2406	12384	39066
2407	12387	39057
2408	12392	39051
2409	12398	39046
2410	12401	39037
2411	12404	39023
2412	12409	39017
2413	12412	39006
2414	12419	39006
2415	12422	38995
2416	12425	38982
2417	12430	38979
2418	12434	38968
2419	12439	38962
2420	12442	38952
2421	12449	38953
2422	12453	38942
2423	12457	38935
2424	12461	38926
2425	12467	38923
2426	12473	38921
2427	12476	38910
2428	12482	38905
2429	12487	38900
2430	12493	38897
2431	12497	38889
2432	12501	38881
2433	12505	38872
2434	12510	38868
2435	12515	38861
2436	12518	38850
2437	12523	38845
2438	12527	38837
2439	12533	38834
2440	12537	38824
2441	12543	38823
2442	12548	38817
2443	12552	38807
2444	12556	38800
2445	12562	38795
2446	12565	38784
2447	12571	38782
2448	12575	38774
2449	12580	38768
2450	12585	38763
2451	12589	38753
2452	12594	38747
2453	12599	38743
2454	12603	38734
2455	12606	38722
2456	12609	38712
2457	12614	38705
2458	12620	38703
2459	12626	38699
2460	12631	38696
2461	12636	38691
2462	12642	38687
